the person	have	breakfast	484
the person	eat	breakfast	219
the person	finish	breakfast	156
the person	go to	breakfast	98
the person	be at	breakfast	87
the person	have for	breakfast	80
the person	come to	breakfast	77
the person	have	some breakfast	59
the person	get	breakfast	58
the person	finish	his breakfast	49
the person	want	breakfast	46
the person	eat for	breakfast	44
the person	order	breakfast	41
the person	sit down to	breakfast	40
the person	make	breakfast	40
the person	be to	breakfast	35
the person	have	your breakfast	34
the person	want	some breakfast	34
the person	have	any breakfast	33
the person	sit at	breakfast	32
the person	finish	my breakfast	31
the person	eat	his breakfast	30
the person	finish	their breakfast	28
the person	fix	breakfast	27
the person	like	some breakfast	24
the person	have	no breakfast	24
the person	skip	breakfast	24
the person	sit at	the breakfast table	23
the person	miss	breakfast	22
the person	eat since	breakfast	21
the person	take	breakfast	20
the person	find	breakfast	19
the person	have	his breakfast	19
the person	like	breakfast	19
the person	want for	breakfast	18
the person	be ready for	breakfast	18
the person	start	breakfast	18
the person	have	my breakfast	18
the person	eat	my breakfast	18
the person	eat	some breakfast	17
the person	come for	breakfast	17
the person	like for	breakfast	16
the person	go in to	breakfast	16
the person	have breakfast in	bed	16
the person	wait for	breakfast	16
the person	eat anything since	breakfast	16
the person	eat	your breakfast	16
the person	meet at	breakfast	16
the person	finish	her breakfast	16
the person	eat	her breakfast	15
the person	leave after	breakfast	15
the person	eat	a light breakfast	15
the person	cook	breakfast	15
the person	get	some breakfast	14
the person	get	your breakfast	14
the person	finish	your breakfast	14
the person	go downstairs for	breakfast	14
the person	finish	our breakfast	14
the person	stop for	breakfast	14
the person	be for	breakfast	13
the person	get	bed and breakfast	12
the person	finish with	breakfast	12
the person	have	a good breakfast	12
the person	prepare	breakfast	12
the person	have	a big breakfast	11
the person	eat	a hearty breakfast	11
the person	want to spoil	some young man 's breakfast	11
the person	go to skip	breakfast	11
the person	finish job before	breakfast	11
the person	want	any breakfast	11
the person	go after	breakfast	11
the person	bring	breakfast	11
the person	eat	the breakfast	11
the person	finish	his own breakfast	10
the person	go down to	breakfast	10
the person	lose	his breakfast	10
the person	have time for	breakfast	10
the person	sit eat	breakfast	10
the person	have	her breakfast	10
the person	pay for	his breakfast	10
the person	change	clothes	198
the person	wear	clothes	170
the person	change	his clothes	96
the person	change	my clothes	83
the person	take off	her clothes	67
the person	need	clothes	64
the person	strip off	his clothes	64
the person	have	clothes	61
the person	have	no clothes	57
the person	change	her clothes	45
the person	put on	his clothes	42
the person	take off	my clothes	40
the person	take off	his clothes	39
the person	take	his clothes	35
the person	change	your clothes	33
the person	have	the clothes	31
the person	wear	his clothes	30
the person	put on	some clothes	30
the person	strip off	her clothes	29
the person	get	the clothes	28
the person	wear	any clothes	28
the person	wear	no clothes	28
the person	have	any clothes	27
the person	buy	clothes	27
the person	put on	my clothes	27
the person	get	some clothes	26
the person	get	my clothes	26
the person	want	my clothes	26
the person	have	my clothes	25
the person	get	your clothes	25
the person	remove	her clothes	25
the person	pull on	his clothes	25
the person	need	new clothes	25
the person	take off	your clothes	24
the person	wear	the clothes	22
the person	have	your clothes	22
the person	take off	their clothes	22
the person	wear	the same clothes	22
the person	change	their clothes	22
the person	reach for	his clothes	22
the person	wear	different clothes	21
the person	put on	clean clothes	21
the person	wash	clothes	21
the person	remove	his clothes	21
the person	strip off	my clothes	18
the person	have to change	clothes	18
the person	get	clothes	18
the person	see	her clothes	17
the person	pull on	my clothes	17
the person	have change of	clothes	17
the person	dress in	clothes	17
the person	put on	her clothes	16
the person	take off	all his clothes	16
the person	go through	his clothes	16
the person	find	his clothes	16
the person	find	some clothes	15
the person	throw on	some clothes	14
the person	buy	some clothes	14
the person	leave	her clothes	14
the person	wear	ordinary clothes	14
the person	wear	my clothes	14
the person	throw on	her clothes	14
the person	see	his clothes	13
the person	tear	my clothes	13
the person	look at	his clothes	13
the person	take	the clothes	13
the person	take off	our clothes	13
the person	feel bare without	clothes	13
the person	have	his clothes	12
the person	throw on	my clothes	12
the person	strip off	all his clothes	12
the person	find	my clothes	12
the person	hang	my clothes	12
the person	gather up	her clothes	12
the person	strip	the clothes	12
the person	need	some new clothes	12
the person	see	the clothes	12
the person	leave	his clothes	12
the person	care about	clothes	12
the person	tear off	their clothes	12
the person	wear	old clothes	12
the person	be in	plain clothes	11
the person	tear	her clothes	11
the person	want	clothes	11
the person	pull on	the clothes	11
the person	get	his clothes	11
the person	wear	those clothes	11
the person	put on	the clothes	11
the person	take off	all my clothes	11
the person	wash	his clothes	11
the person	take	my clothes	11
the person	look for	some clothes	11
the person	find	clothes	11
the person	dress in	dark clothes	11
the person	sleep in	his clothes	11
the person	need	some clothes	11
the person	straighten	his clothes	11
the person	pull on	some clothes	11
the person	pull	the bedclothes	11
the person	wear	plain clothes	11
the person	tear off	her clothes	11
the person	wear	new clothes	10
the person	pick up	her clothes	10
the person	keep	his clothes	10
the person	be famous for	your clothes	10
the person	get into	some dry clothes	10
the person	get	those clothes	10
the person	be	my clothes	10
the person	grab	my clothes	10
the person	drop	his clothes	10
the person	wear	many clothes	10
the person	have	warm clothes	10
the person	see	clothes	10
the person	get into	his clothes	10
the person	take off	all her clothes	10
the person	leave	the clothes	10
the person	have	coffee	193
the person	have cup of	coffee	154
the person	drink	coffee	149
the person	take sip of	coffee	104
the person	make	coffee	98
the person	sip	coffee	94
the person	sip	his coffee	93
the person	like	some coffee	74
the person	sip	her coffee	74
the person	want	coffee	71
the person	finish	my coffee	67
the person	order	coffee	64
the person	pour cup of	coffee	58
the person	finish	his coffee	58
the person	sip	the coffee	57
the person	sip	my coffee	55
the person	make	some coffee	54
the person	have	some coffee	54
the person	want	some coffee	51
the person	pour	coffee	46
the person	take	the coffee	45
the person	take	coffee	44
the person	drink	his coffee	44
the person	pour	the coffee	43
the person	get cup of	coffee	42
the person	drink cup of	coffee	40
the person	get	coffee	39
the person	like	a cup of coffee	38
the person	want cup of	coffee	34
the person	drink	some coffee	31
the person	drink	the coffee	29
the person	need	coffee	28
the person	have	any coffee	28
the person	finish	the coffee	27
the person	sip at	his coffee	27
the person	use	some coffee	27
the person	make pot of	coffee	25
the person	wait for	the coffee	25
the person	put	the coffee	24
the person	like	coffee	22
the person	set	the coffee	21
the person	make cup of	coffee	21
the person	finish	her coffee	21
the person	make	the coffee	21
the person	smell	coffee	21
the person	get	the coffee	20
the person	take cup of	coffee	19
the person	go for	coffee	19
the person	drink	much coffee	19
the person	get	some coffee	19
the person	pick up	her coffee	18
the person	sip	some coffee	17
the person	have	my coffee	17
the person	take drink of	coffee	17
the person	ask for	coffee	17
the person	smell	the coffee	17
the person	order cup of	coffee	17
the person	finish	their coffee	16
the person	take sip of	her coffee	16
the person	drink	my coffee	16
the person	gulp	more coffee	15
the person	bring	coffee	15
the person	sip	more coffee	15
the person	take sip of	his coffee	15
the person	drink	your coffee	14
the person	take	my coffee	14
the person	drink	her coffee	14
the person	suck	coffee	14
the person	prefer	coffee	14
the person	sip at	the coffee	14
the person	pour	more coffee	14
the person	stop for	coffee	14
the person	drink	their coffee	14
the person	take sip of	the coffee	14
the person	pour out	the coffee	13
the person	fix	coffee	13
the person	make	good coffee	13
the person	have	the coffee	13
the person	use cup of	coffee	13
the person	take	his coffee	13
the person	stir	his coffee	12
the person	sip	their coffee	12
the person	have	a coffee	12
the person	pick up	his coffee	12
the person	care for	coffee	12
the person	take	the coffeepot	12
the person	have	dessert and coffee	11
the person	drink	# cups of coffee	11
the person	have time for	a cup of coffee	11
the person	be ready for	coffee	11
the person	finish	your coffee	11
the person	pour coffee into	his own coffee cup	11
the person	drop something in	the coffee	11
the person	be intelligent to try	the coffee	11
the person	pour	hot spiked coffee	11
the person	come in for	coffee	10
the person	raise	his coffee cup	10
the person	sip at	her coffee	10
the person	put on	coffee	10
the person	get	more coffee	10
the person	have	his coffee	10
the person	stare at	his coffee cup	10
the person	need cup of	coffee	10
the person	go to get	the coffee	10
the person	set	his coffee	10
the person	like	your coffee	10
the person	care for	a cup of coffee	10
the person	drink	more coffee	10
the person	pour	some coffee	10
the person	have	their coffee	10
the person	drink	black coffee	10
the person	have	dinner	518
the person	eat	dinner	162
the person	go to	dinner	123
the person	come to	dinner	113
the person	sit down to	dinner	107
the person	go out to	dinner	103
the person	be at	dinner	97
the person	finish	dinner	76
the person	dress for	dinner	74
the person	have for	dinner	74
the person	be late for	dinner	59
the person	stay for	dinner	55
the person	make	dinner	53
the person	order	dinner	52
the person	get	dinner	50
the person	miss	dinner	47
the person	sit at	dinner	42
the person	go in to	dinner	39
the person	invite to	dinner	38
the person	be home for	dinner	35
the person	be for	dinner	35
the person	start	dinner	34
the person	want	dinner	34
the person	stay to	dinner	30
the person	have	my dinner	29
the person	have	a good dinner	28
the person	fix	dinner	28
the person	have	your dinner	27
the person	go down to	dinner	26
the person	cook	dinner	26
the person	eat	his dinner	26
the person	skip	dinner	24
the person	like to have	dinner	24
the person	prepare	dinner	24
the person	meet at	dinner	23
the person	go out for	dinner	23
the person	come for	dinner	22
the person	meet for	dinner	20
the person	have	no dinner	20
the person	serve	dinner	20
the person	eat	my dinner	19
the person	have	some dinner	19
the person	go to have	dinner	19
the person	stop for	dinner	18
the person	go home to	dinner	17
the person	finish	his dinner	17
the person	return from	dinner	16
the person	take to	dinner	16
the person	want to have	dinner	15
the person	be ready for	dinner	15
the person	come in to	dinner	15
the person	find	dinner	14
the person	go into	dinner	14
the person	have	any dinner	14
the person	take	dinner	14
the person	dispense with	dinner	14
the person	be	dinner	14
the person	linger over	a dinner	13
the person	change for	dinner	13
the person	eat	your dinner	13
the person	come down to	dinner	13
the person	get for	dinner	13
the person	wait	dinner	13
the person	get	some dinner	13
the person	want for	dinner	13
the person	have	a dinner date	12
the person	go after	dinner	12
the person	have	a dinner	12
the person	appear at	dinner	12
the person	wait for	dinner	12
the person	eat	their dinner	12
the person	have	our dinner	12
the person	want	some dinner	11
the person	finish	their dinner	11
the person	hear at	dinner	11
the person	have	his dinner	11
the person	sit after	dinner	11
the person	go to cook	a festive dinner	11
the person	have to have	dinner	11
the person	have	a dinner appointment	10
the person	enjoy	your dinner	10
the person	do	dinner	10
the person	like for	dinner	10
the person	eat at	dinner	10
the person	bring	dinner	10
the person	finish	my dinner	10
the person	go for	dinner	10
the person	linger over	dinner	10
the person	call to	dinner	10
the person	say at	dinner	10
the person	open	the door	5814
the person	close	the door	2791
the person	go to	the door	1272
the person	shut	the door	1212
the person	reach	the door	901
the person	slam	the door	818
the person	lock	the door	773
the person	walk to	the door	661
the person	stand in	the doorway	623
the person	unlock	the door	596
the person	pull	the door	542
the person	push	the door	533
the person	start for	the door	527
the person	hear	the door	514
the person	head for	the door	508
the person	knock on	the door	473
the person	be out	the door	375
the person	go out	the door	347
the person	try	the door	343
the person	come to	the door	340
the person	be at	the door	319
the person	go through	the door	312
the person	move toward	the door	307
the person	leave	the door	292
the person	turn toward	the door	251
the person	open	a door	247
the person	find	the door	246
the person	walk out	the door	228
the person	turn to	the door	219
the person	open	the front door	216
the person	step through	the door	215
the person	come through	the door	212
the person	move to	the door	211
the person	see	the door	209
the person	get to	the door	209
the person	start toward	the door	208
the person	look at	the door	206
the person	pause at	the door	205
the person	walk toward	the door	202
the person	knock at	the door	198
the person	run to	the door	189
the person	approach	the door	184
the person	make for	the door	176
the person	walk through	the door	173
the person	stand at	the door	167
the person	fling	the door	165
the person	push	the door open	161
the person	get	the door	157
the person	open	the doors	149
the person	glance at	the door	146
the person	bolt	the door	146
the person	reach	the doorway	144
the person	kick	the door	143
the person	pass through	the door	143
the person	open	the car door	143
the person	lean against	the door	137
the person	answer	the door	137
the person	stare at	the door	136
the person	stop in	the doorway	130
the person	pause in	the doorway	129
the person	cross to	the door	129
the person	be through	the door	128
the person	hold	the door	127
the person	stand by	the door	124
the person	pound on	the door	123
the person	ring	the doorbell	122
the person	stop at	the door	120
the person	stride to	the door	120
the person	step to	the door	116
the person	swing	the door	113
the person	rap on	the door	109
the person	move towards	the door	108
the person	run for	the door	106
the person	watch	the door	103
the person	ease	the door	103
the person	slide	the door	102
the person	come to	a door	102
the person	walk in	the door	101
the person	hear	a door	100
the person	open	the back door	100
the person	go to	the front door	98
the person	have	the door	96
the person	open	his door	95
the person	come in	the door	94
the person	open	her door	93
the person	look toward	the door	92
the person	reach for	the door	92
the person	find	a door	92
the person	let	the door	90
the person	hurry to	the door	90
the person	listen at	the door	90
the person	hear	the door open	90
the person	open	that door	89
the person	turn from	the door	87
the person	run out	the door	86
the person	be to	the door	85
the person	throw	the door	82
the person	seal	the door	82
the person	go out of	the door	82
the person	walk to	the front door	80
the person	lock	the doors	80
the person	step through	the doorway	79
the person	stand in	the door	79
the person	bar	the door	78
the person	point to	the door	76
the person	pull	the door open	75
the person	step from	the door	75
the person	pass	the door	73
the person	make way to	the door	70
the person	go through	that door	70
the person	reach	the front door	70
the person	crack	the door	69
the person	go through	a door	68
the person	break down	the door	67
the person	face	the door	67
the person	go out	the back door	66
the person	close	the doors	66
the person	head toward	the door	66
